7;24,7;;9
6,7;25,4;5,68;9,6
6,4;24;6,1;8,4
8,7;23,9;6,14;8,2
9,9;22,9;5,8;10,1
8,1;22,9;6,07;11,7
9,6;23,2;5,85;8,2
9,5;24;5,61;9,4
5,3;24,8;5,95;8,8
7,1;24,3;6,2;10,4
9,1;23,9;5,8;11,3
9;24,1;5,52;9,3
7,6;25,5;5,88;10,2
8,3;24,8;6,07;11,1
6,9;25,6;5,78;10,1
5,9;24,9;6,29;11,6
9,7;24,8;6,25;11,3
9,1;24,7;6,41;11,5
10,2;24,1;6,13;10,1
9,9;25,6;6,27;11,8
10,5;24,7;6,18;12,1
9,5;25,3;5,56;17,4
7,2;24,5;6,34;5,6
9,6;23,8;5,78;11,4
4,5;24,1;4,9;5,9
1,9;24,9;4,36;9,1
0,5;25,6;5,13;4,9
5;24,4;6,42;13,9
9;24,4;6,54;11,3
7,8;24,7;6,59;13,5
8,3;24;6,7;12,7
